shippriority,customerclass,category,productline,warehouse,regionlookup,censusdivision,stateorprovince,orderdate,affiliate,discount,unitprice,shipcost,profit,qty,sales,orderyear
Five Day,Hospital,furniture,Office Stuff,North West W01,South,South Atlantic,West Virginia,15-11-2011,Cheap Suppliez,0.03,13.12,-2.17,-38.3144,11,97,2011
Five Day,Hospital,furniture,Office Stuff,South West W02,South,West South Central,Oklahoma,22-12-2011,Supply Comparer,0.3,184.45,13.85,813.8295,16,"2,172.00",2011
Five Day,Hospital,Ink,Printing Stuff,Central W05,South,East South Central,Kentucky,08-10-2008,Bing,0.24,164.98,42.2,-239.6424,28,"3,009.00",2008
Five Day,Hospital,inkjet printer,Printing Stuff,Central W05,South,West South Central,Texas,12-12-2014,Yahoo,0,287.71,62.67,-195.4166,3,919,2014
Five Day,Hospital,inkjet printer,Printing Stuff,North East W03,South,South Atlantic,Florida,21-05-2010,Yahoo,0.21,173.98,63.27,-471.0915,8,"1,324.00",2010
Five Day,Hospital,inkjet printer,Printing Stuff,North East W03,South,South Atlantic,Maryland,22-03-2014,Bing,0.18,409.13,83.63,-390.4832,12,"4,356.00",2014
Five Day,Hospital,inkjet printer,Printing Stuff,North West W01,South,West South Central,Oklahoma,03-06-2010,Consumer Choice,0.3,122.97,29.6,-147.9654,3,248,2010
Five Day,Hospital,label makers,Paper Stuff,Central W05,South,West South Central,Texas,27-04-2009,Print Manic,0.16,119.99,-2.01,129.3346,5,404,2009
Five Day,Hospital,label makers,Paper Stuff,South West W02,South,South Atlantic,Florida,15-12-2010,Google,0.14,278.98,59.94,94.395,18,"4,117.00",2010
Five Day,Hospital,laser printer,Printing Stuff,Central W05,South,West South Central,Texas,01-11-2011,Yahoo,0.02,22.97,4.54,83.3036,12,255,2011
Five Day,Hospital,laser printer,Printing Stuff,Central W05,South,West South Central,Texas,04-11-2013,Eco Storez,0.1,172.98,40.71,617.785,13,"2,099.00",2013
Five Day,Hospital,laser printer,Printing Stuff,North East W03,South,East South Central,Kentucky,28-11-2011,Google,0.27,39.99,2.99,104.0312,5,174,2011
Five Day,Hospital,laser printer,Printing Stuff,North East W03,South,East South Central,Mississippi,25-06-2013,Google,0.03,281.98,60.94,-7.2653,1,322,2013
Five Day,Hospital,laser printer,Printing Stuff,South West W02,South,South Atlantic,Maryland,25-07-2013,Print Manic,0.12,441.98,38.52,-930.288,13,"5,574.00",2013
Five Day,Hospital,markers,Writing Stuff,Central W05,South,South Atlantic,Maryland,18-07-2009,Google,0.12,159.98,28,-138.6994,13,"1,547.00",2009
Five Day,Hospital,markers,Writing Stuff,Central W05,South,South Atlantic,Maryland,03-01-2011,Yahoo,0,276.55,30.48,508.7472,7,"1,587.00",2011
Five Day,Hospital,markers,Writing Stuff,North East W03,South,South Atlantic,Florida,24-04-2010,Yahoo,0.3,51.98,10.36,-269.686,2,62,2010
Five Day,Hospital,markers,Writing Stuff,South West W02,South,West South Central,Louisiana,26-09-2012,Turbo Schoolz,0.27,153.34,38.75,306.9852,3,347,2012
Five Day,Hospital,office mat,Office Stuff,North East W03,South,West South Central,Texas,02-08-2010,Google,0.04,202.98,25,-48.564,1,227,2010
Five Day,Hospital,organizer,Office Stuff,Central W05,South,South Atlantic,Florida,27-08-2010,Official Warz,0.15,160.99,65.2,-87.8336,14,"1,702.00",2010
Five Day,Hospital,organizer,Office Stuff,Central W05,South,South Atlantic,Florida,02-01-2014,Google,0.12,137.99,66.2,6.6646,12,"1,396.00",2014
Five Day,Hospital,organizer,Office Stuff,Central W05,South,South Atlantic,North Carolina,07-07-2010,Supply Comparer,0.15,114.81,57,-96.0102,2,168,2010
Five Day,Hospital,organizer,Office Stuff,Central W05,South,South Atlantic,South Carolina,25-02-2011,Bing,0.06,287.71,61.67,-13.872,9,"2,021.00",2011
Five Day,Hospital,organizer,Office Stuff,Central W05,South,West South Central,Arkansas,08-07-2010,Yahoo,0.15,419.13,80.63,647.7174,2,961,2010
Five Day,Hospital,paper,Paper Stuff,Central W05,South,East South Central,Alabama,06-03-2013,Google,0.03,175.99,66.2,-489.087,20,"2,560.00",2013
Five Day,Hospital,paper,Paper Stuff,Central W05,South,West South Central,Arkansas,02-09-2011,Bing,0,130.99,67.2,172.656,2,310,2011
Five Day,Hospital,paper,Paper Stuff,South West W02,South,South Atlantic,Florida,21-09-2014,Official Warz,0.27,555.98,62.59,"-1,647.00",85,"42,144.00",2014
Five Day,Hospital,pencils,Writing Stuff,Central W05,South,East South Central,Alabama,27-06-2012,Supply Comparer,0.21,560.98,59.59,-93.792,13,"5,668.00",2012
Five Day,Hospital,pencils,Writing Stuff,Central W05,South,South Atlantic,Maryland,25-12-2014,Eco Storez,0.08,506.98,23,"4,292.90",15,"7,961.00",2014
Five Day,Hospital,pencils,Writing Stuff,North East W03,South,West South Central,Texas,12-11-2012,Print Manic,0.15,177.98,32.09,-365.6282,6,741,2012
Five Day,Hospital,pens,Writing Stuff,Central W05,South,West South Central,Texas,02-09-2013,Google,0.21,81.14,32.61,-696.2865,30,"1,711.00",2013
Five Day,Hospital,pens,Writing Stuff,South East W04,South,South Atlantic,South Carolina,20-01-2012,Google,0,109.98,53.22,-309.9538,4,504,2012
Five Day,Hospital,pens,Writing Stuff,South West W02,South,South Atlantic,Florida,26-11-2011,Bing,0.15,73.71,35.58,"-1,053.70",70,"4,871.00",2011
Five Day,Hospital,pens,Writing Stuff,South West W02,South,West South Central,Texas,20-06-2012,Supply Comparer,0.3,328.98,59.73,"1,848.41",28,"7,485.00",2012
Five Day,Hospital,photo copier,Copying Stuff,Central W05,South,South Atlantic,Maryland,02-09-2014,Cheap Suppliez,0.18,145.97,23.3,845.3138,12,"1,460.00",2014
Five Day,Hospital,photo copier,Copying Stuff,South West W02,South,South Atlantic,Florida,06-02-2011,Cheap Suppliez,0.3,237.75,64.64,"-2,271.31",96,"18,316.00",2011
Five Day,Hospital,photo copier,Copying Stuff,South West W02,South,South Atlantic,Florida,09-03-2014,Google,0.08,90.81,55,-29.6758,7,513,2014
Five Day,Hospital,photo copier,Copying Stuff,South West W02,South,South Atlantic,Georgia,26-08-2011,Google,0,96.98,23.74,-98.3192,14,1090,2011
Five Day,Hospital,photo copier,Copying Stuff,South West W02,South,West South Central,Texas,19-06-2014,Eco Storez,0.2,39.67,6.99,-24.7646,93,"1,508.00",2014
Five Day,Hospital,photo paper,Copying Stuff,Central W05,South,West South Central,Texas,05-12-2010,Google,0.18,180.98,32.02,-236.8894,2,367,2010
Five Day,Hospital,photo paper,Copying Stuff,North East W03,South,West South Central,Oklahoma,28-03-2012,Eco Storez,0.14,301.98,12.86,"3,985.95",25,"6,956.00",2012
Five Day,Hospital,photo paper,Copying Stuff,South West W02,South,South Atlantic,North Carolina,07-04-2009,Supply Comparer,0.1,45.98,5.78,-149.73,13,210,2009
Five Day,Hospital,scissors,Paper Stuff,Central W05,South,South Atlantic,West Virginia,23-06-2014,Bing,0.12,371.14,89.05,-341.037,1,392,2014
Five Day,Hospital,scissors,Paper Stuff,Central W05,South,West South Central,Texas,05-11-2011,Yahoo,0.12,200.98,16.99,157.248,2,389,2011
Five Day,Hospital,scissors,Paper Stuff,Central W05,South,West South Central,Texas,09-09-2012,Bing,0.09,207.98,30.02,423.793,21,"3,316.00",2012
Five Day,Hospital,scissors,Paper Stuff,South West W02,South,South Atlantic,Florida,21-09-2013,Supply Comparer,0.18,326.18,52.12,3.2476,12,"2,992.00",2013
Five Day,Hospital,sharpner,Writing Stuff,South West W02,South,East South Central,Alabama,26-07-2009,Bing,0.06,96.97,10,7.277,3,319,2009
Five Day,Hospital,shredders,Paper Stuff,Central W05,South,East South Central,Mississippi,18-03-2013,Cheap Suppliez,0.08,268.75,66.64,-37.7013,10,"2,063.00",2013
Five Day,Hospital,shredders,Paper Stuff,Central W05,South,South Atlantic,Florida,01-06-2011,Print Manic,0.04,131.97,25,5.2668,1,106,2011
Five Day,Hospital,shredders,Paper Stuff,Central W05,South,South Atlantic,Florida,03-11-2011,Bing,0.15,72.98,11.36,4.5472,15,389,2011
Five Day,Hospital,shredders,Paper Stuff,South West W02,South,West South Central,Texas,09-12-2012,Supply Comparer,0.2,243.6,107.2,"-3,153.21",13,"2,792.00",2012
Five Day,Hospital,shredders,Paper Stuff,South West W02,South,West South Central,Texas,16-04-2014,Yahoo,0.18,388.98,28,-440.478,1,371,2014
Five Day,Hospital,spirals,Copying Stuff,Central W05,South,West South Central,Texas,13-05-2012,Google,0.3,186.45,13.85,393.7206,62,"8,021.00",2012
Five Day,Hospital,spirals,Copying Stuff,North West W01,South,South Atlantic,Georgia,28-07-2011,Google,0.14,300.98,15.86,"1,789.43",103,"26,757.00",2011
Five Day,Hospital,spirals,Copying Stuff,South West W02,South,South Atlantic,Georgia,22-04-2013,Cheap Suppliez,0.14,166.48,28.18,-31.464,14,"1,755.00",2013
Five Day,Hospital,staplers,Paper Stuff,Central W05,South,East South Central,Alabama,12-05-2012,Supply Comparer,0.03,104.81,56,"1,513.58",13,974,2012
Five Day,Hospital,staplers,Paper Stuff,North East W03,South,West South Central,Arkansas,06-04-2009,Google,0.16,70.7,5.99,15.0102,8,144,2009
Five Day,Hospital,staplers,Paper Stuff,South East W04,South,East South Central,Mississippi,21-09-2013,Cheap Suppliez,0.12,144.97,10,42.597,15,"1,491.00",2013
Five Day,Hospital,tape,Paper Stuff,South West W02,South,South Atlantic,Maryland,28-04-2009,Google,0.12,32.08,1.33,-79.2576,4,10,2009
Five Day,Hospital,toner,Printing Stuff,North East W03,South,South Atlantic,Florida,01-09-2011,Consumer Choice,0.16,320.97,25.06,-47.4858,1,280,2011
Five Day,Hospital,toner,Printing Stuff,South West W02,South,South Atlantic,Florida,21-03-2011,Eco Storez,0.16,164.98,31.09,-569.8374,33,"4,750.00",2011
Five Day,Hospital,toner,Printing Stuff,South West W02,South,South Atlantic,Georgia,13-10-2013,Bing,0.18,71.81,55,639.5616,4,316,2013
Five Day,School,book shelf,Office Stuff,Central W05,South,West South Central,Arkansas,23-02-2010,Google,0.18,98.97,30.6,-14.421,12,896,2010
Five Day,School,book shelf,Office Stuff,South West W02,South,South Atlantic,North Carolina,14-06-2012,Cheap Suppliez,0.24,53.43,43.59,159.1416,12,486,2012
Five Day,School,desk,Office Stuff,South West W02,South,East South Central,Alabama,24-11-2009,Google,0.12,242.97,10.59,489.0904,7,"1,457.00",2009
Five Day,School,furniture,Office Stuff,South West W02,South,South Atlantic,Florida,10-12-2013,Google,0.3,154.98,54.38,"4,798.69",6,693,2013
Five Day,School,label makers,Paper Stuff,South West W02,South,South Atlantic,Florida,27-09-2008,Turbo Schoolz,0.14,320.98,52,-281.1501,15,"4,330.00",2008
Five Day,School,laser printer,Printing Stuff,South West W02,South,West South Central,Texas,09-07-2012,Bing,0,885.98,42.55,"-1,060.94",1,1016,2012
Five Day,School,markers,Writing Stuff,Central W05,South,South Atlantic,North Carolina,09-04-2014,Google,0.21,339.85,57.76,-31.8304,26,"5,387.00",2014
Five Day,School,organizer,Office Stuff,South East W04,South,West South Central,Arkansas,01-01-2010,Print Manic,0.06,175.98,63.27,494.5833,14,"2,273.00",2010
Five Day,School,pencils,Writing Stuff,Central W05,South,West South Central,Texas,28-12-2009,Consumer Choice,0.15,64.98,43,"-1,588.53",12,292,2009
Five Day,School,pens,Writing Stuff,North West W01,South,South Atlantic,Florida,13-08-2012,Google,0.08,175.49,46.94,-576.1938,12,"1,390.00",2012
Five Day,School,sharpner,Writing Stuff,Central W05,South,South Atlantic,Florida,26-08-2013,Yahoo,0.06,56.23,25.75,7.2633,36,583,2013
Five Day,School,spirals,Copying Stuff,Central W05,South,South Atlantic,Georgia,18-12-2009,Supply Comparer,0,418.13,83.63,-155.8285,27,"7,376.00",2009
Five Day,School,tape,Paper Stuff,Central W05,South,West South Central,Arkansas,03-12-2009,Eco Storez,0.18,312.98,54,536.06,2,627,2009
Five Day,School,toner,Printing Stuff,Central W05,South,West South Central,Louisiana,06-10-2012,Cheap Suppliez,0.1,835.49,50.3,51.5384,14,"11,283.00",2012
Five Day,Small Business,book shelf,Office Stuff,South West W02,South,South Atlantic,Georgia,11-12-2011,Google,0.12,"1,507.97",26.7,16.0518,2,"3,596.00",2011
Five Day,Small Business,book shelf,Office Stuff,South West W02,South,South Atlantic,West Virginia,07-12-2014,Google,0.09,157.45,13.85,170.0975,8,"1,280.00",2014
Five Day,Small Business,chair,Office Stuff,Central W05,South,South Atlantic,Florida,22-02-2012,Google,0.12,182.98,11.01,-124.6014,5,790,2012
Five Day,Small Business,chair,Office Stuff,South East W04,South,South Atlantic,Florida,06-09-2012,Supply Comparer,0.12,395.98,55.92,"-1,455.38",9,"3,138.00",2012
Five Day,Small Business,chair,Office Stuff,South West W02,South,East South Central,Tennessee,04-10-2013,Bing,0.18,94.98,28,-68.9037,2,138,2013
Five Day,Small Business,desk,Office Stuff,North East W03,South,South Atlantic,Georgia,04-01-2012,Cheap Suppliez,0.18,100.97,28.06,-43.8528,26,"2,171.00",2012
Five Day,Small Business,furniture,Office Stuff,Central W05,South,South Atlantic,Florida,21-01-2014,Google,0.27,270.98,38.32,963.95,28,"6,203.00",2014
Five Day,Small Business,furniture,Office Stuff,Central W05,South,South Atlantic,Virginia,04-03-2013,Eco Storez,0.03,144.98,33.09,586.0124,12,"1,712.00",2013
Five Day,Small Business,furniture,Office Stuff,North East W03,South,South Atlantic,Virginia,09-06-2013,Yahoo,0.04,336.98,67.55,13.977,3,1093,2013
Five Day,Small Business,Ink,Printing Stuff,Central W05,South,East South Central,Tennessee,02-10-2013,Bing,0.04,222.98,53.96,-206.954,13,"2,472.00",2013
Five Day,Small Business,Ink,Printing Stuff,Central W05,South,East South Central,Tennessee,28-06-2014,Google,0.09,24.14,-2.86,-29.7594,14,46,2014
Five Day,Small Business,Ink,Printing Stuff,North East W03,South,South Atlantic,Florida,16-12-2011,Official Warz,0.12,"2,595.14",24.7,23.7941,9,"21,747.00",2011
Five Day,Small Business,Ink,Printing Stuff,North East W03,South,West South Central,Texas,08-10-2009,Bing,0.08,258.6,50.2,189.2875,6,"1,552.00",2009
Five Day,Small Business,Ink,Printing Stuff,North West W01,South,South Atlantic,Florida,14-06-2012,Google,0.12,75.94,17.19,141.7962,15,525,2012
Five Day,Small Business,Ink,Printing Stuff,South East W04,South,South Atlantic,Georgia,08-10-2014,Google,0.24,254.75,66.64,"-1,883.17",18,"3,148.00",2014
Five Day,Small Business,Ink,Printing Stuff,South West W02,South,South Atlantic,Florida,20-07-2010,Google,0.14,167.98,34.09,-194.3396,14,"2,012.00",2010
Five Day,Small Business,label makers,Paper Stuff,Central W05,South,South Atlantic,Virginia,09-09-2011,Cheap Suppliez,0.14,182.29,51.2,-423.7285,4,801,2011
Five Day,Small Business,label makers,Paper Stuff,North East W03,South,West South Central,Texas,13-04-2013,Bing,0.15,98.94,53.81,174.1538,32,"2,522.00",2013
Five Day,Small Business,label makers,Paper Stuff,South East W04,South,South Atlantic,North Carolina,02-03-2010,Cheap Suppliez,0.09,71.89,27.41,33.0785,7,491,2010
Five Day,Small Business,laser printer,Printing Stuff,Central W05,South,East South Central,Alabama,24-07-2012,Google,0.06,157.98,64.27,"3,718.25",1,200,2012
Five Day,Small Business,laser printer,Printing Stuff,Central W05,South,West South Central,Texas,27-04-2009,Supply Comparer,0.02,47.65,3.22,8.184,1,13,2009
Five Day,Small Business,laser printer,Printing Stuff,North East W03,South,West South Central,Arkansas,15-08-2010,Google,0.12,422.13,83.63,188.6133,7,"2,545.00",2010
Five Day,Small Business,markers,Writing Stuff,South West W02,South,South Atlantic,Florida,02-01-2009,Google,0.02,141.98,49.74,-264.6063,7,1114,2009
Five Day,Small Business,office mat,Office Stuff,North East W03,South,West South Central,Arkansas,08-11-2014,Official Warz,0.14,131.99,68.2,-147.5772,5,677,2014
Five Day,Small Business,office mat,Office Stuff,South West W02,South,East South Central,Tennessee,08-10-2013,Consumer Choice,0.16,105.98,27,-359.1,10,532,2013
Five Day,Small Business,office mat,Office Stuff,South West W02,South,South Atlantic,North Carolina,11-08-2011,Supply Comparer,0.18,36.98,7.69,-132.8878,20,143,2011
Five Day,Small Business,organizer,Office Stuff,Central W05,South,South Atlantic,Georgia,08-01-2011,Consumer Choice,0.08,296.98,60.94,361.2232,70,"17,138.00",2011
Five Day,Small Business,organizer,Office Stuff,North East W03,South,South Atlantic,Georgia,03-09-2014,Cheap Suppliez,0.02,64.98,9.36,29.9845,2,60,2014
Five Day,Small Business,paper,Paper Stuff,Central W05,South,East South Central,Mississippi,19-05-2012,Google,0.03,321.85,56.76,-126.0745,30,"8,569.00",2012
Five Day,Small Business,paper,Paper Stuff,South West W02,South,South Atlantic,Georgia,23-05-2010,Google,0.27,185.75,47.42,-405.8327,24,"2,856.00",2010
Five Day,Small Business,pencils,Writing Stuff,Central W05,South,East South Central,Tennessee,12-11-2011,Turbo Schoolz,0.18,94.97,4.99,62.909,24,915,2011
Five Day,Small Business,pencils,Writing Stuff,Central W05,South,South Atlantic,Florida,16-05-2013,Eco Storez,0.16,220.98,30.89,-118.6119,1,231,2013
Five Day,Small Business,pencils,Writing Stuff,Central W05,South,South Atlantic,Maryland,13-08-2011,Bing,0.3,81.89,87.3,79.723,20,"1,396.00",2011
Five Day,Small Business,pencils,Writing Stuff,South West W02,South,West South Central,Arkansas,18-12-2014,Turbo Schoolz,0.14,217.98,21.76,-667.6124,19,"3,339.00",2014
Five Day,Small Business,pens,Writing Stuff,North East W03,South,South Atlantic,South Carolina,26-04-2011,Bing,0.24,33.98,12.36,219.3741,11,303,2011
Five Day,Small Business,photo copier,Copying Stuff,Central W05,South,South Atlantic,Maryland,15-08-2010,Yahoo,0.15,128.97,10,473.0456,9,766,2010
Five Day,Small Business,photo copier,Copying Stuff,South West W02,South,West South Central,Texas,01-11-2009,Google,0.04,194.98,49.48,-259.2954,8,"1,163.00",2009
Five Day,Small Business,photo paper,Copying Stuff,Central W05,South,East South Central,Tennessee,02-10-2008,Bing,0.27,307.98,37.91,-97.7178,9,"2,433.00",2008
Five Day,Small Business,scissors,Paper Stuff,North East W03,South,West South Central,Oklahoma,22-08-2010,Google,0,165.45,15.85,761.6625,10,"1,346.00",2010
Five Day,Small Business,scissors,Paper Stuff,South West W02,South,South Atlantic,Florida,18-06-2014,Yahoo,0.18,207.99,9.99,"1,110.24",61,"9,250.00",2014
Five Day,Small Business,sharpner,Writing Stuff,North East W03,South,South Atlantic,Virginia,14-11-2011,Print Manic,0.08,10.37,0.19,84.721,18,120,2011
Five Day,Small Business,shredders,Paper Stuff,Central W05,South,South Atlantic,North Carolina,04-10-2013,Yahoo,0.15,160.99,66.2,-6.9312,15,"1,859.00",2013
Five Day,Small Business,shredders,Paper Stuff,North West W01,South,South Atlantic,Georgia,12-03-2010,Yahoo,0.2,103.97,25.06,124.1891,13,918,2010
Five Day,Small Business,shredders,Paper Stuff,South West W02,South,East South Central,Alabama,24-07-2010,Turbo Schoolz,0.2,279.71,61.67,26.3424,3,614,2010
Five Day,Small Business,shredders,Paper Stuff,South West W02,South,South Atlantic,Florida,02-06-2010,Google,0.24,280.71,61.67,136.8378,21,"4,373.00",2010
Five Day,Small Business,spirals,Copying Stuff,Central W05,South,South Atlantic,Georgia,28-04-2014,Google,0,191.98,25,8.924,13,"2,355.00",2014
Five Day,Small Business,staplers,Paper Stuff,Central W05,South,South Atlantic,Florida,14-11-2011,Google,0.14,45.89,-4.5,397.431,14,38,2011
Five Day,Small Business,staplers,Paper Stuff,North East W03,South,South Atlantic,Virginia,06-01-2008,Bing,0.12,123.98,23.85,0.5952,10,708,2008
Five Day,Small Business,tape,Paper Stuff,Central W05,South,East South Central,Tennessee,28-02-2014,Print Manic,0,188.98,34.25,-3.051,14,"1,896.00",2014
Five Day,Small Business,tape,Paper Stuff,South West W02,South,East South Central,Mississippi,25-04-2011,Supply Comparer,0.02,389.21,37.19,-313.4937,2,861,2011
One Day,Corporation,book shelf,Office Stuff,North West W01,South,South Atlantic,Maryland,16-06-2012,Consumer Choice,0,24.84,-2.8,42.0511,13,79,2012
One Day,Corporation,chair,Office Stuff,Central W05,South,East South Central,Tennessee,12-01-2014,Yahoo,0.27,162.98,0.99,11.7895,5,636,2014
One Day,Corporation,chair,Office Stuff,Central W05,South,West South Central,Texas,20-01-2009,Consumer Choice,0.24,136.99,0.99,-227.563,1,104,2009
One Day,Corporation,chair,Office Stuff,North East W03,South,West South Central,Texas,11-06-2012,Turbo Schoolz,0.02,79.98,2.62,282.6153,9,430,2012
One Day,Corporation,chair,Office Stuff,South West W02,South,South Atlantic,Florida,06-09-2013,Google,0.04,7.69,-3.5,-85.652,18,69,2013
One Day,Corporation,chair,Office Stuff,South West W02,South,West South Central,Texas,16-01-2008,Official Warz,0.18,35.98,1.37,37.9162,23,262,2008
One Day,Corporation,desk,Office Stuff,Central W05,South,South Atlantic,North Carolina,27-11-2008,Print Manic,0.18,95.22,14.71,-92.82,2,108,2008
One Day,Corporation,desk,Office Stuff,Central W05,South,West South Central,Texas,24-02-2014,Bing,0.27,46.89,5.01,-124.875,12,48,2014
One Day,Corporation,desk,Office Stuff,South West W02,South,East South Central,Alabama,19-07-2013,Yahoo,0.18,"3,550.99",20.49,-62.2713,1,"3,941.00",2013
One Day,Corporation,file holder,Paper Stuff,Central W05,South,South Atlantic,Virginia,20-04-2008,Yahoo,0.1,20.6,-1.6,89.884,13,39,2008
One Day,Corporation,file holder,Paper Stuff,North East W03,South,East South Central,Alabama,02-08-2013,Bing,0.3,57.93,-3.91,404.7828,6,69,2013
One Day,Corporation,file holder,Paper Stuff,North East W03,South,South Atlantic,North Carolina,25-04-2013,Eco Storez,0,51.69,-4.5,-34.5906,24,92,2013
One Day,Corporation,furniture,Office Stuff,Central W05,South,West South Central,Louisiana,05-10-2010,Google,0.08,46.98,1.14,21.9072,18,233,2010
One Day,Corporation,furniture,Office Stuff,South West W02,South,West South Central,Arkansas,13-09-2013,Google,0.06,68.98,3.83,724.2424,11,241,2013
One Day,Corporation,furniture,Office Stuff,South West W02,South,West South Central,Texas,06-06-2013,Turbo Schoolz,0.04,58.48,-1.01,203.872,12,486,2013
One Day,Corporation,Ink,Printing Stuff,Central W05,South,West South Central,Texas,20-11-2014,Eco Storez,0.15,191.93,15.99,"2,163.99",53,"8,680.00",2014
One Day,Corporation,Ink,Printing Stuff,North East W03,South,South Atlantic,Florida,24-10-2011,Google,0.03,30.43,2.5,-287.9784,9,106,2011
One Day,Corporation,Ink,Printing Stuff,South West W02,South,South Atlantic,South Carolina,16-04-2013,Eco Storez,0.12,129.99,4.69,6.3063,2,223,2013
One Day,Corporation,inkjet printer,Printing Stuff,Central W05,South,South Atlantic,Florida,19-02-2012,Google,0,31.32,-1.62,"-1,021.63",20,198,2012
One Day,Corporation,inkjet printer,Printing Stuff,Central W05,South,West South Central,Texas,13-03-2014,Yahoo,0.2,51.71,-2.3,2.4255,30,137,2014
One Day,Corporation,inkjet printer,Printing Stuff,South East W04,South,East South Central,Kentucky,12-05-2014,Google,0.16,97.98,1.62,"1,125.76",4,181,2014
One Day,Corporation,inkjet printer,Printing Stuff,South East W04,South,West South Central,Louisiana,03-03-2013,Google,0.21,24.18,0.74,-178.6285,15,83,2013
One Day,Corporation,inkjet printer,Printing Stuff,South East W04,South,West South Central,Texas,04-08-2014,Bing,0.24,49.84,2.71,-4.644,28,207,2014
One Day,Corporation,inkjet printer,Printing Stuff,South West W02,South,South Atlantic,Florida,18-11-2013,Google,0.16,189.98,10.99,-3.9105,10,"1,290.00",2013
One Day,Corporation,inkjet printer,Printing Stuff,South West W02,South,West South Central,Louisiana,16-12-2014,Google,0.3,73.98,1.09,-163.35,6,189,2014
One Day,Corporation,inkjet printer,Printing Stuff,South West W02,South,West South Central,Texas,12-08-2010,Bing,0.1,118.99,0.99,717.408,12,"1,206.00",2010
One Day,Corporation,label makers,Paper Stuff,Central W05,South,South Atlantic,Florida,02-11-2012,Cheap Suppliez,0.18,35.59,-1,-5.047,5,43,2012
One Day,Corporation,label makers,Paper Stuff,Central W05,South,South Atlantic,Florida,25-12-2012,Google,0.1,59.23,4.15,"-2,111.95",7,143,2012
One Day,Corporation,label makers,Paper Stuff,Central W05,South,South Atlantic,North Carolina,03-08-2014,Google,0.15,55.98,1.14,-20.628,15,213,2014
One Day,Corporation,label makers,Paper Stuff,South East W04,South,West South Central,Texas,02-02-2011,Print Manic,0.18,86.29,3.74,-17.8965,3,107,2011
One Day,Corporation,label makers,Paper Stuff,South West W02,South,West South Central,Texas,14-03-2008,Google,0.06,117.99,3.5,454.5465,9,784,2008
One Day,Corporation,laser printer,Printing Stuff,Central W05,South,South Atlantic,Maryland,24-06-2012,Google,0.2,55.98,3.42,-26.2676,4,94,2012
One Day,Corporation,laser printer,Printing Stuff,Central W05,South,West South Central,Texas,17-12-2010,Bing,0.14,32.71,-0.07,5.7603,11,47,2010
One Day,Corporation,laser printer,Printing Stuff,Central W05,South,West South Central,Texas,22-10-2013,Bing,0,95.98,7.14,306.675,18,"1,392.00",2013
One Day,Corporation,laser printer,Printing Stuff,North East W03,South,South Atlantic,Florida,06-08-2012,Print Manic,0.1,407.25,15.99,-267.0624,6,"1,979.00",2012
One Day,Corporation,laser printer,Printing Stuff,South West W02,South,West South Central,Texas,07-01-2012,Print Manic,0.09,32.42,2.75,15.8937,13,214,2012
One Day,Corporation,markers,Writing Stuff,Central W05,South,South Atlantic,Florida,18-03-2009,Bing,0.24,66.98,1,-223.5506,2,48,2009
One Day,Corporation,markers,Writing Stuff,Central W05,South,West South Central,Texas,04-12-2014,Google,0.09,51.34,-3.04,157.0915,73,577,2014
One Day,Corporation,markers,Writing Stuff,North West W01,South,West South Central,Texas,28-12-2009,Turbo Schoolz,0.15,11.78,3.64,-112.5685,9,46,2009
One Day,Corporation,markers,Writing Stuff,South West W02,South,East South Central,Tennessee,05-05-2014,Google,0.09,46.34,-3.04,"-1,550.85",17,156,2014
One Day,Corporation,office mat,Office Stuff,South West W02,South,South Atlantic,Virginia,07-09-2010,Yahoo,0.3,74.97,2.5,159.2266,10,565,2010
One Day,Corporation,office mat,Office Stuff,South West W02,South,West South Central,Oklahoma,17-02-2008,Turbo Schoolz,0.14,624.99,20.49,"6,998.46",21,"12,595.00",2008
One Day,Corporation,organizer,Office Stuff,Central W05,South,South Atlantic,Florida,11-02-2008,Supply Comparer,0,8.54,3.27,-36.9504,11,70,2008
One Day,Corporation,organizer,Office Stuff,Central W05,South,South Atlantic,Virginia,27-12-2011,Bing,0.18,142.29,7.12,"-1,506.39",6,723,2011
One Day,Corporation,organizer,Office Stuff,Central W05,South,West South Central,Oklahoma,15-10-2009,Official Warz,0.04,36.53,17.99,-49.167,17,520,2009
One Day,Corporation,organizer,Office Stuff,South West W02,South,West South Central,Texas,18-10-2010,Official Warz,0.15,75.98,1.86,77.1111,2,125,2010
One Day,Corporation,paper,Paper Stuff,Central W05,South,South Atlantic,North Carolina,13-07-2014,Google,0.21,82.97,-0.5,-39.1828,7,373,2014
One Day,Corporation,paper,Paper Stuff,Central W05,South,West South Central,Texas,05-03-2009,Bing,0,27.78,-3.66,10.1664,12,33,2009
One Day,Corporation,paper,Paper Stuff,North East W03,South,West South Central,Texas,11-08-2010,Supply Comparer,0.16,51.69,-1.5,-8.3174,24,90,2010
One Day,Corporation,pencils,Writing Stuff,Central W05,South,South Atlantic,Florida,28-07-2013,Supply Comparer,0.08,68.48,-0.01,"-1,428.01",8,349,2013
One Day,Corporation,pencils,Writing Stuff,Central W05,South,South Atlantic,North Carolina,07-06-2013,Turbo Schoolz,0.06,58.48,5.05,468.5664,14,94,2013
One Day,Corporation,pens,Writing Stuff,Central W05,South,East South Central,Alabama,15-01-2014,Google,0.12,33.11,-1.75,64.512,25,214,2014
